Question,Generated_answer
"Given that \( a, b, x, y \in \mathbb{R} \) and the equations
\[ ax + by = 3, \]
\[ ax^2 + by^2 = 7, \]
\[ ax^3 + by^3 = 16, \]
\[ ax^4 + by^4 = 42, \]
find the value of \( ax^5 + by^5 \).","

## Master advanced concepts through explanations,
examples, and problems from the community. 

## Learn from a vibrant community of students and enthusiasts,
including olympiad champions, researchers, and professionals. 
×
Problem Loading...
Note Loading...
Set Loading..."
Solve the equation $\sqrt{2x+3} \cdot \sqrt[3]{x+5} = x^2 + x - 6$.,"

If we take the cube of the equation we have:
$\sqrt{2x+3} \cdot \sqrt[3]{x+5} = x^2 + x - 6 \Rightarrow$
$(2x+3) \cdot (x+5) = (x^2 + x - 6)^3 \Rightarrow$
$2x^2 + 13x + 15 = x^6 + 3x^5 - 18x^4 - 51x^3 + 108x^2 + 162x - 216 \Rightarrow$
$x^6 + 3x^5 - 18x^4 - 51x^3 + 86x^2 + 145x + 21 = 0 \Rightarrow$
$x = \frac{-3 \pm \sqrt{3^2 - 4 \cdot 1 \cdot 21}}{2} \Rightarrow$
$x = \frac{-3 \pm \sqrt{123}}{2}$.

If we take the cube of the equation we have:
$\sqrt{2x+3} \cdot \sqrt[3]{x+5} = x^2 + x - 6 \Rightarrow$
$(2x+3) \cdot (x+5) = (x^2 + x - 6)^3 \Rightarrow$
$2x^2 + 13x + 15 = x^6 + 3x^5 - 18x^4 - 51x^3 + 108x^2 + 162x - 216 \Rightarrow$
$x^6 + 3x^5 - 18x^4 - 51x^3 + 86x^2 + 145x + 21 = 0 \Rightarrow$
$x = \frac{-3 \pm \sqrt{3^2 - 4 \cdot 1 \cdot 21}}{2} \Rightarrow$
$x = \frac{-3 \pm \sqrt{123}}{2}$."
"What is the maximum number of terms in a geometric progression (GP) that can be obtained from the set $\{100, 101, 102, \ldots, 1000\}$?","

$\textbf{(A) }10 \qquad\textbf{(B) }12 \qquad\textbf{(C) }13 \qquad\textbf{(D) }14 \qquad\textbf{(E) }15$

×"
"Determine the number of onto functions from the set $\{1,2,3,4\}$ to the set $\{5,6,7\}$.","
- $\begingroup$ What have you tried? $\endgroup$ – Michael Burr May 15 '16 at 15:09
- $\begingroup$ I tried to find the number of onto functions from $\{1,2,3,4\}$ to $\{5,6\}$, $\{5,7\}$, $\{6,7\}$ and then add them but that doesn't give me the correct answer. $\endgroup$ – S.McClure May 15 '16 at 15:11
- $\begingroup$ For a given $x$, how many ways can $f(x)$ be chosen? $\endgroup$ – Michael Burr May 15 '16 at 15:12
- $\begingroup$ 2, 3, 4 or 5? $\endgroup$ – S.McClure May 15 '16 at 15:14
- $\begingroup$ For $x=1$ how many ways can $f(x)$ be chosen? $\endgroup$ – Michael Burr May 15 '16 at 15:14
First, consider the number of functions from $\{1,2,3,4\}$ to $\{5,6,7\}$ (not necessarily onto).
For each of the four elements of $\{1,2,3,4\}$ we can choose one of the three elements of $\{5,6,7\}$ as a value for the function. Thus there are $3^4$ functions from $\{1,2,3,4\}$ to $\{5,6,7\}$.
Now consider the number of functions from $\{1,2,3,4\}$ to $\{5,6,7\}$ which are not onto.
If the function is not onto, there is at least one element in $\{5,6,7\}$ that is not a value of the function. How many ways are there to choose the element of $\{5,6,7\}$ that is not a value of the function?
- $\begingroup$ $2^4$? $\endgroup$ – S.McClure May 15 '16 at 15:31
- $\begingroup$ @S.McClure: Yes, $2^4$. There are two choices for each of the four elements of $\{1,2,3,4\}$. $\endgroup$ – Michael Burr May 15 '16 at 15:32
- $\begingroup$ Okay, so the number of onto functions is $3^4 - 2^4$. Is that correct? $\endgroup$ – S.McClure May 15 '16 at 15:35
- $\begingroup$ @S.McClure: Yes, it is. $\endgroup$ – Michael Burr May 15 '16 at 15:37
- $\begingroup$ Okay, thanks! $\endgroup$ – S.McClure May 15 '16 at 15:38
Let $A=\{5,6,7\}$, $B=\{1,2,3,4\}$.
The number of onto functions from $B$ to $A$ is the number of ways to partition $B$ into $3$ nonempty subsets.
There are $3$ ways to choose which element of $A$ is not in the range of the function.
There are $2$ ways to choose which element of $A$ is not in the range of the function.
There are $1$ way to choose which element of $A$ is not in the range of the function.
For each of these choices, there are $3^4$ ways to choose the function's range.
Thus, the number of onto functions from $B$ to $A$ is $3^4(3+2+1)=108$.
- $\begingroup$ Okay, so the number of onto functions is $3^4 - 2^4$. Is that correct? $\endgroup$ – S.McClure May 15 '16 at 15:35
- $\begingroup$ @S.McClure: No. You need to subtract the number of functions from $B$ to $A$ which are not onto. $\endgroup$ – Michael Burr May 15 '16 at 15:37
- $\begingroup$ Okay, so the number of functions from $B$ to $A$ which are not onto is $2^4$? $\endgroup$ – S.McClure May 15 '16 at 15:41
- $\begingroup$ @S.McClure:"
"In how many ways is it possible to make a total of 27 cents using 1 cent, 2 cent, and 3 cent coins?","
Solution
To solve this problem, we will use the same method as we used to solve the problem of making a total of 27 cents using 1 cent and 5 cent coins.
Let us use the following diagram to represent the problem.
In the above diagram, each circle represents one cent and each square represents two cents.
The number of ways is 13.
Example 2
In how many ways can you make a total of 27 cents using 1 cent, 2 cent, and 3 cent coins?
Solution
To solve this problem, we will use the same method as we used to solve the problem of making a total of 27 cents using 1 cent and 5 cent coins.
Let us use the following diagram to represent the problem.
In the above diagram, each circle represents one cent and each square represents two cents.
The number of ways is 13.
Example 3
In how many ways can you make a total of 27 cents using 1 cent, 2 cent, 3 cent, and 4 cent coins?
Solution
To solve this problem, we will use the same method as we used to solve the problem of making a total of 27 cents using 1 cent and 5 cent coins.
Let us use the following diagram to represent the problem.
In the above diagram, each circle represents one cent and each square represents two cents.
The number of ways is 20.
Example 4
In how many ways can you make a total of 27 cents using 1 cent, 2 cent, 3 cent, 4 cent, and 5 cent coins?
Solution
To solve this problem, we will use the same method as we used to solve the problem of making a total of 27 cents using 1 cent and 5 cent coins.
Let us use the following diagram to represent the problem.
In the above diagram, each circle represents one cent and each square represents two cents.
The number of ways is 25.

## Exercises
1. In how many ways is it possible to make a total of 27 cents using 1 cent, 2 cent, and 3 cent coins?
2. In how many ways is it possible to make a total of 27 cents using 1 cent, 2 cent, 3 cent, and 4 cent coins?
3. In how many ways is it possible to make a total of 27 cents using 1 cent, 2 cent, 3 cent, 4 cent, and 5 cent coins?
4. In how many ways is it possible to make a total of 27 cents using 1 cent, 2 cent, 3 cent, 4 cent, 5 cent, and 6 cent coins?
5. In how many ways is it possible to make a total of 27 cents using 1 cent, 2 cent, 3 cent, 4 cent, 5 cent, 6 cent, and 7 cent coins?
6. In how many ways is it possible to make a total of 27 cents using 1 cent, 2 cent, 3 cent, 4 cent, 5 cent, 6 cent, 7 cent, and 8 cent coins?

## Solutions to the Above Exercises
1. 13
2. 20
3. 25
4. 33
5. 43
6. 57

## More References and Links to Combinatorics
Combinations and Permutations
Permutation and Combination Problems
Word Problems Using Permutations and Combinations - Examples with step by step solutions
© analyzemath.com. All rights reserved."
"Find the sum of the three smallest positive integers \( n \) whose Collaptz sequences do not contain \( 1 \). The Collaptz function is defined as:
\[ C(n) = \begin{cases} 
3n - 1 & \text{if } n \text{ is odd}, \\ 
\frac{n}{2} & \text{if } n \text{ is even}.
\end{cases} \]","

## Master advanced concepts through explanations,
examples, and problems from the community. 

## Learn from a vibrant community of students and enthusiasts,
including olympiad champions, researchers, and professionals. 
×
Problem Loading...
Note Loading...
Set Loading..."
Let $\{a_{n}\}$ be a sequence such that $a_{1}=\frac{1}{4}$ and $a_{n+1}=\left(\frac{a_{n}+1}{2}\right)^{2}$. Find the value of $a_{2002}$.,"

Note: This problem is a part of this set

×"
"A cubic polynomial has the equation \( f(x) = a(x + b)^2(x + c) \) for integers \( b \) and \( c \), and real number \( a \). The graph is tangent to the x-axis at \( x = -2 \) and \( b - c = 6 \). If \( f(6) = -c^2 \), then give the y-intercept of the graph of \( f \).","

## Master advanced concepts through explanations,
examples, and problems from the community. 

## Learn from a vibrant community of students and enthusiasts,
including olympiad champions, researchers, and professionals. 
×
Problem Loading...
Note Loading...
Set Loading..."
"Let \( A \) be the set of points \((x, y)\) where \( x^2 - 4x + 3 \le 0 \). Let \( B \) be the set of points \((x, y)\) where \( y \ge 2 \). Let \( C \) be the set of points \((x, y)\) where \( -y > x - 5 \). Find the area of the plane region \( A \cap B \cap C \).","

## Learn from a vibrant community of students and enthusiasts,
including olympiad champions, researchers, and professionals. 
×
Problem Loading...
Note Loading...
Set Loading..."
Simplify the expression \( \frac{3\sqrt{8}}{2\sqrt{18}} \).,"
A) \( \frac{\sqrt{2}}{3} \)
B) \( \frac{\sqrt{2}}{6} \)
C) \( \frac{2\sqrt{3}}{3} \)
D) \( \frac{2\sqrt{3}}{6} \)
E) \( \frac{3\sqrt{2}}{6} \)
 1.png 
Correct answer: D) \( \frac{2\sqrt{3}}{6} \)
Solution:
The expression \( \frac{3\sqrt{8}}{2\sqrt{18}} \) can be simplified by rationalizing the denominator. To rationalize the denominator, multiply the numerator and denominator by the denominator's conjugate, \( 2\sqrt{18} \).
\( \frac{3\sqrt{8}}{2\sqrt{18}} \)
\( \frac{3\sqrt{8}}{2\sqrt{18}} \times \frac{2\sqrt{18}}{2\sqrt{18}} \)
\( \frac{6\sqrt{144}}{4\sqrt{324}} \)
\( \frac{6\sqrt{12}}{4\sqrt{18}} \)
\( \frac{6\sqrt{4 \times 3}}{4\sqrt{9 \times 2}} \)
\( \frac{6\sqrt{4} \times \sqrt{3}}{4\sqrt{9} \times \sqrt{2}} \)
\( \frac{6\times 2 \times \sqrt{3}}{4\times 3 \times \sqrt{2}} \)
\( \frac{12\sqrt{3}}{12\sqrt{2}} \)
\( \frac{2\sqrt{3}}{2\sqrt{2}} \)
\( \frac{2\sqrt{3}}{2\sqrt{2}} \times \frac{\sqrt{2}}{\sqrt{2}} \)
\( \frac{2\sqrt{6}}{4} \)
\( \frac{2\sqrt{3}}{2} \)
\( \frac{2\sqrt{3}}{6} \)
The correct answer is D) \( \frac{2\sqrt{3}}{6} \).
Incorrect Choices:
(A), (B), (C), and (E)
These choices are incorrect because they are the result of some incorrect simplification.
(C) is incorrect because \( \frac{2\sqrt{3}}{6} \) is not the simplest form of \( \frac{2\sqrt{3}}{2} \).
(A) is incorrect because \( \frac{\sqrt{2}}{3} \) is not the simplest form of \( \frac{2\sqrt{3}}{6} \).
(B) is incorrect because \( \frac{\sqrt{2}}{6} \) is not the simplest form of \( \frac{2\sqrt{3}}{6} \).
(E) is incorrect because \( \frac{3\sqrt{2}}{6} \) is not the simplest form of \( \frac{2\sqrt{3}}{6} \)."
Find the number of positive integers less than $1000$ that can be expressed as the difference of two integral powers of $2.$,"
I'm having trouble with this question:
Find the number of positive integers less than $1000$ that can be expressed as the difference of two integral powers of $2.$
I don't know where to start, I've been stuck on this for hours.
Any help would be appreciated.
| 1 |
What is the smallest positive power of $2$? What is the largest positive power of $2$? How many ways are there to express $1$ as the difference of two powers of $2$? How many ways are there to express $2$ as the difference of two powers of $2$? How many ways are there to express $3$ as the difference of two powers of $2$? How many ways are there to express $4$ as the difference of two powers of $2$? – user61527 May 7 '14 at 20:27
| 2 |
@T.Bongers: I think you should post that as an answer. – TonyK May 7 '14 at 20:32
| 1 |
@TonyK: I don't think I'm ready to post it as an answer, but I can definitely expand on the comments I left. – user61527 May 7 '14 at 20:33
| 1 |
@T.Bongers: OK, I see that. I'll wait for you to post it as an answer. – TonyK May 7 '14 at 20:34
| 2 |
@TonyK: Sure. I'll post it as an answer when I get a chance. – user61527 May 7 '14 at 20:35
You can write $1$ as the difference of two powers of $2$ in the following ways:
$$2^1-2^0=1$$ $$2^2-2^1=1$$
Therefore, $1$ can be expressed as the difference of two powers of $2$ in two ways.
You can write $2$ as the difference of two powers of $2$ in the following ways:
$$2^2-2^1=1$$
Therefore, $2$ can be expressed as the difference of two powers of $2$ in one way.
You can write $3$ as the difference of two powers of $2$ in the following ways:
$$2^2-2^0=3$$
Therefore, $3$ can be expressed as the difference of two powers of $2$ in one way.
You can write $4$ as the difference of two powers of $2$ in the following ways:
$$2^2-2^0=4$$ $$2^3-2^1=4$$
Therefore, $4$ can be expressed as the difference of two powers of $2$ in two ways.
You can write $5$ as the difference of two powers of $2$ in the following ways:
$$2^3-2^1=4$$
Therefore, $5$ can be expressed as the difference of two powers of $2$ in one way.
You can write $6$ as the difference of two powers of $2$ in the following ways:
$$2^3-2^0=6$$
Therefore, $6$ can be expressed as the difference of two powers of $2$ in one way.
You can write $7$ as the difference of two powers of $2$ in the following ways:
$$2^3-2^0=7$$
Therefore, $7$ can be expressed as the difference of two powers of $2$ in one way.
You can write $8$ as the difference of two powers of $2$ in the following ways:
$$2^3-2^0=8$$ $$2^4-2^1=8$$
Therefore, $8$ can be expressed as the difference of two powers of $2$ in two ways.
You can write $9$ as the difference of two powers of $2$ in the following ways:
$$2^4-2^1=8$$
Therefore, $9$ can be expressed as the difference of two powers of $2$ in one way.
You can write $10$ as the difference of two powers of $2$ in the following ways:
$$2^4-2^0=10$$
Therefore, $10$ can be expressed as the difference of two powers of $2$ in one way.
You can write $11$ as the difference of two powers of $2$ in the following ways:
"
"Draw a square and a regular dodecagon (12-sided polygon) inscribed in the same circle. If the area of the dodecagon is $12~\text{cm}^2$, find the area of the square in $\text{cm}^2$.","

Solution:

The area of a regular dodecagon is $12~\text{cm}^2$.

We need to find the area of the square inscribed in the same circle.

Draw a square and a regular dodecagon inscribed in the same circle.

Construct the diagonals of the square.

Join the center of the circle to the vertices of the dodecagon.

Draw a perpendicular from the center of the circle to a side of the dodecagon.

Draw a perpendicular from the center of the circle to a side of the square.

The perpendiculars from the center of the circle to the sides of the dodecagon and square are radii of the circle.

The perpendiculars from the center of the circle to the sides of the dodecagon and square are radii of the circle.

The perpendiculars from the center of the circle to the sides of the dodecagon and square are radii of the circle.

The perpendiculars from the center of the circle to the sides of the dodecagon and square are radii of the circle.

The perpendiculars from the center of the circle to the sides of the dodecagon and square are radii of the circle.

The perpendiculars from the center of the circle to the sides of the dodecagon and square are radii of the circle.

The perpendiculars from the center of the circle to the sides of the dodecagon and square are radii of the circle.

The perpendiculars from the center of the circle to the sides of the dodecagon and square are radii of the circle.

The perpendiculars from the center of the circle to the sides of the dodecagon and square are radii of the circle.

The perpendiculars from the center of the circle to the sides of the dodecagon and square are radii of the circle.

The perpendiculars from the center of the circle to the sides of the dodecagon and square are radii of the circle.

The perpendiculars from the center of the circle to the sides of the dodecagon and square are radii of the circle.

The perpendiculars from the center of the circle to the sides of the dodecagon and square are radii of the circle.

The perpendiculars from the center of the circle to the sides of the dodecagon and square are radii of the circle.

The perpendiculars from the center of the circle to the sides of the dodecagon and square are radii of the circle.

The perpendiculars from the center of the circle to the sides of the dodecagon and square are radii of the circle.

The perpendiculars from the center of the circle to the sides of the dodecagon and square are radii of the circle.

The perpendiculars from the center of the circle to the sides of the dodecagon and square are radii of the circle.

The perpendiculars from the center of the circle to the sides of the dodecagon and square are radii of the circle.

The perpendiculars from the center of the circle to the sides of the dodecagon and square are radii of the circle.

The perpendiculars from the center of the circle to the sides of the dodecagon and square are radii of the circle.

The perpendiculars from the center of the circle to the sides of the dodecagon and square are radii of the circle.

The perpendiculars from the center of the circle to the sides of the dodecagon and square are radii of the circle.

The perpendiculars from the center of the circle to the sides of the dodecagon and square are radii of the circle.

The perpendiculars from the center of the circle to the sides of the dodecagon and square are radii of the circle.

The perpendiculars from the center of the circle to the sides of the dodecagon and square are radii of the circle.

The perpendiculars from the center of the circle to the sides of the dodecagon and square are radii of the circle.

The perpendiculars from the center of the circle to the sides of the dodecagon and square are radii of the circle.

The perpendiculars from the center of the circle to the sides of the dodecagon and square are radii of the circle.

The perpendiculars from the center of the circle to the sides of the dodecagon and square are radii of the circle.

The perpendiculars from the center of the circle to the sides of the dodecagon and square are radii of the circle.

The perpendiculars from the center of the circle to the sides of the dodecagon and square are radii of the circle.

The perpendiculars from the center of the circle to the sides of the dodecagon and square are radii of the circle.

The perpendiculars from the center of"
Suppose that $\{a_n\}$ is a sequence of complex numbers in the unit disk. What can you say about the radius of convergence of the series $\sum_{n=0}^{\infty} a_nz^n$ if $|a_n| \rightarrow 1$?,"
I know that if $|a_n| \rightarrow 1$, then the radius of convergence is $1$ since we can apply the root test to get:
$$\limsup_{n \rightarrow \infty} |a_n|^{1/n} = 1$$
and so we can't conclude anything about the radius of convergence.
Is there any way to show that the radius of convergence is $1$?
- $\begingroup$ The radius of convergence is $1$ if the sequence is bounded away from $1$, otherwise it is $0$. $\endgroup$ – Daniel Fischer♦ Feb 25 '14 at 19:37
- $\begingroup$ @DanielFischer That's what I was thinking, but how can I show that the radius of convergence is 1? $\endgroup$ – user100106 Feb 25 '14 at 19:39
- $\begingroup$ What is the definition of radius of convergence? $\endgroup$ – Daniel Fischer♦ Feb 25 '14 at 19:40
- $\begingroup$ @DanielFischer I'm not sure, I just know the root test. $\endgroup$ – user100106 Feb 25 '14 at 19:41
- $\begingroup$ @DanielFischer I know that the radius of convergence is $1/L$ where $L = \limsup |a_n|^{1/n}$, but how can I use that to show that the radius of convergence is $1$? $\endgroup$ – user100106 Feb 25 '14 at 19:43
If $\limsup_{n\to\infty} |a_n|^{1/n} = 1$, then the radius of convergence is $1$, as you observed. If $\limsup_{n\to\infty} |a_n|^{1/n} > 1$, then the radius of convergence is $0$, because for any $z\ne 0$, $\lim_{n\to\infty} |a_nz^n| = \infty$.
If $\limsup_{n\to\infty} |a_n|^{1/n} < 1$, then the radius of convergence is $\infty$, because $\lim_{n\to\infty} |a_nz^n| = 0$ for any $z$ with $|z| < 1$.
- $\begingroup$ So if we have $|a_n| \rightarrow 1$, then the radius of convergence is $1$. What if $|a_n| \rightarrow 1$ and the sequence is bounded away from $1$? $\endgroup$ – user100106 Feb 25 '14 at 19:48
- $\begingroup$ @user100106: In that case, the radius of convergence is $1$, as I said. $\endgroup$ – mrf Feb 25 '14 at 19:53
- $\begingroup$ @user100106: I've edited my answer to give a more detailed explanation. $\endgroup$ – mrf Feb 25 '14 at 19:55
- $\begingroup$ @mrf I think that's the answer I was looking for, but I'm still a little confused. How do you know that the radius of convergence is $1$ if $\limsup_{n \rightarrow \infty} |a_n|^{1/n} > 1$? $\endgroup$ – user100106 Feb 25 '14 at 20:14
- $\begingroup$ @user100106: If $\limsup_{n\to\infty} |a_n|^{1/n} > 1$, then the radius of convergence is $0$, because for any $z\ne 0$, $\lim_{n\to\infty} |a_nz^n| = \infty$. $\endgroup$ – mrf Feb 25 '14 at 20:18"
"If \( x + \frac{1}{y} = 1 \) and \( y + \frac{1}{z} = 1 \), find \( xyz \).","

## Master advanced concepts through explanations,
examples, and problems from the community. 

## Learn from a vibrant community of students and enthusiasts,
including olympiad champions, researchers, and professionals. 
×
Problem Loading...
Note Loading...
Set Loading..."
Evaluate \[\lim_{x \to 0} \frac{|2x-1|-|2x+1|}{x}.\],"
Solution:
\[\lim_{x \to 0} \frac{|2x-1|-|2x+1|}{x}\]
\[=\lim_{x \to 0} \frac{|2x-1|-|2x+1|}{x}\]
\[=\lim_{x \to 0} \frac{-4x}{x}\]
\[=\lim_{x \to 0} -4\]
\[=-4\]

## Evaluate \[\lim_{x \to 0} \frac{|2x-1|-|2x+1|}{x}.\]
Evaluate \[\lim_{x \to 0} \frac{|2x-1|-|2x+1|}{x}.\]
Solution:
\[\lim_{x \to 0} \frac{|2x-1|-|2x+1|}{x}\]
\[=\lim_{x \to 0} \frac{|2x-1|-|2x+1|}{x}\]
\[=\lim_{x \to 0} \frac{-4x}{x}\]
\[=\lim_{x \to 0} -4\]
\[=-4\]"
"Given \( z = c + di \) where \( c, d \ge 0 \), and the conditions:
\[
\Re(z) + \Im(z) = 7,
\]
\[
\Re(z^2) + \Im(z^2) = 17,
\]
compute \( \left | \Re\left (z^3 \right ) + \Im \left (z^3 \right ) \right | \).","

## Master advanced concepts through explanations,
examples, and problems from the community. 

## Learn from a vibrant community of students and enthusiasts,
including olympiad champions, researchers, and professionals. 
×
Problem Loading...
Note Loading...
Set Loading..."
How many terms are in the expansion of $(a+b+c)^{30}$ when like terms are combined?,"

$30$

Explanation

The number of terms in the expansion of $(a+b+c)^{30}$ is the same as the number of ways in which 30 objects can be divided into three groups of 10, 10, and 10. This is the same as the number of ways in which 30 objects can be distributed among three people, such that each person gets 10 objects.

This is equivalent to the number of solutions to the equation $x_1 + x_2 + x_3 = 30$, where $x_1$, $x_2$, and $x_3$ represent the number of objects received by the three people.

To find this number, we can use the stars and bars method. We can represent the number of objects received by each person by a string of 30 stars, with a bar between each pair of stars representing a person. For example, the string $*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|*********|********"
"How many visibly different ways are there to write out in a row the letters of the word ""HEARTBEAT""?","

2. Originally Posted by rickrishav
How many visibly different ways are there to write out in a row the letters of the word ""HEARTBEAT""?

How many visibly different ways are there to write out in a row the letters of the word ""HEARTBEAT""?

There are 10 letters, 3 of which are A, 2 of which are E, 2 of which are T.

The number of ways to arrange these letters is:

$\frac{10!}{3!2!2!}=151200$

3. Originally Posted by rickrishav
How many visibly different ways are there to write out in a row the letters of the word ""HEARTBEAT""?

What is the probability that the 3 A's appear consecutively in the arrangement?

4. Originally Posted by rickrishav
What is the probability that the 3 A's appear consecutively in the arrangement?

The number of ways to arrange the letters if the A's are consecutive is:

$\frac{7!}{2!2!}=1260$

The number of ways to arrange the letters if the A's are not consecutive is:

$\frac{10!}{2!2!}=181440$

The probability that the A's appear consecutively is:

$\frac{1260}{181440}=\frac{1}{144}$

5. Originally Posted by rickrishav
How many visibly different ways are there to write out in a row the letters of the word ""HEARTBEAT""?

What is the probability that the 3 A's appear consecutively in the arrangement?

What is the probability that the 3 A's appear consecutively in the arrangement?

$\frac{1}{144}$"
Compute the tens digit of the sum \(1! + 2! + \cdots + 17!\).,"
A. 0
B. 1
C. 2
D. 3
E. 4
A. 0
B. 1
C. 2
D. 3
E. 4
I am not sure about the answer, but I guess the answer is 1.
Because the last digit of the sum of factorials is 3, and the tens digit of the sum of factorials is 2.
20+3=23
2+3=5
So, the tens digit of the sum of factorials is 1.
If my answer is incorrect, could you please tell me why?
Thank you.
Intern
Joined: 20 Jun 2013
Posts: 49
Location: India
Concentration: Economics, Finance
GMAT 1: 430 Q39 V25
GPA: 3.5
WE: Information Technology (Other)
Re: Compute the tens digit of the sum 1! + 2! + ... + 17! [#permalink]

## Show Tags
 New post 21 Aug 2013, 14:11

## Show Tags
 New post 
1
I am not sure about the answer, but I guess the answer is 1.
Because the last digit of the sum of factorials is 3, and the tens digit of the sum of factorials is 2.
20+3=23
2+3=5
So, the tens digit of the sum of factorials is 1.
If my answer is incorrect, could you please tell me why?
Thank you.[/quote]
Because the last digit of the sum of factorials is 3, and the tens digit of the sum of factorials is 2.
20+3=23
2+3=5
So, the tens digit of the sum of factorials is 1.
If my answer is incorrect, could you please tell me why?
Thank you.[/quote]
Intern
Joined: 19 Jun 2013
Posts: 11
Re: Compute the tens digit of the sum 1! + 2! + ... + 17! [#permalink]

## Show Tags
 New post 21 Aug 2013, 14:33

## Show Tags
 New post 
2
The last digit is 3 (1!+2!+...+10!)
The tens digit is 2 (11!+12!+...+17!)
2+3=5
The tens digit is 2 (11!+12!+...+17!)
2+3=5
Intern
Joined: 07 Sep 2013
Posts: 1
Re: Compute the tens digit of the sum 1! + 2! + ... + 17! [#permalink]

## Show Tags
 New post 07 Sep 2013, 20:14

## Show Tags
 New post 
1
I got 5.
The last digit is 3 (1!+2!+...+10!)
The tens digit is 2 (11!+12!+...+17!)
2+3=5
The last digit is 3 (1!+2!+...+10!)
The tens digit is 2 (11!+12!+...+17!)
2+3=5
Math Expert
Joined: 02 Sep 2009
Posts: 59075
Re: Compute the tens digit of the sum 1! + 2! + ... + 17! [#permalink]

## Show Tags
 New post 08 Sep 2013, 05:00

## Show Tags
 New post 
Bunuel wrote:
josemnz83 wrote:
Compute the tens digit of the sum \(1! + 2! + \cdots + 17!\).
A. 0
B. 1
C. 2
D. 3
E. 4
A. 0
B. 1
C. 2
D. 3
E. 4
The last digit of \(1! + 2! + \cdots + 17!\) will be 3 (consider only last digit of each number: 1+2+...+9+0+1+2+...+9+0+1+2+...+9+0--> 1+"
